week,matchup_id,team_key,team_id,team_name,result,H/AB,R,HR,RBI,SB,TB,AVG,OBP,IP,K,ERA,WHIP,SV
18,4,422.l.132070.t.9,9,Yanier? I hardly knew her!,-1,66/241,26,4,24,11,98,.274,.317,67.1,64,3.61,1.11,2
18,4,422.l.132070.t.11,11,Menessin' Around,-1,54/227,34,10,23,2,92,.238,.329,48.2,51,2.22,0.95,6
18,5,422.l.132070.t.10,10,Matt in the Hat,1,77/252,47,9,37,9,126,.306,.387,64.1,52,4.62,1.48,2
18,5,422.l.132070.t.12,12,Zach's Wheelers,0,71/255,34,8,31,1,109,.278,.319,52.2,56,4.10,1.56,3
19,0,422.l.132070.t.1,1,Jose's Clock Violators,0,69/229,38,9,29,2,109,.301,.365,32.0,19,5.34,1.41,5
19,0,422.l.132070.t.6,6,Steak Strahmboli,1,88/267,50,17,61,9,162,.330,.386,54.2,40,5.43,1.32,3
19,1,422.l.132070.t.2,2,Rhys's & Royce's ACL,1,51/196,27,9,23,2,88,.260,.341,53.0,61,2.55,1.08,2
19,1,422.l.132070.t.5,5,Dante's Nice Team,0,43/174,17,9,25,2,79,.247,.328,48.2,46,4.62,1.32,0
19,2,422.l.132070.t.3,3,Quovnobble's Unreal Team,0,50/209,29,9,27,6,85,.239,.331,55.2,51,4.85,1.40,5
19,2,422.l.132070.t.4,4,Gabe's Babes,1,66/222,38,11,24,3,109,.297,.378,49.1,43,3.47,1.32,4
19,3,422.l.132070.t.7,7,David's Team,-1,57/228,30,10,35,0,103,.250,.313,57.1,60,3.61,1.27,5
19,3,422.l.132070.t.10,10,Matt in the Hat,-1,60/222,31,8,25,6,89,.270,.347,75.0,74,4.80,1.51,3
19,4,422.l.132070.t.8,8,Nate's Team,0,50/215,27,10,26,3,87,.233,.307,75.2,61,4.76,1.16,4
19,4,422.l.132070.t.11,11,Menessin' Around,1,65/247,37,12,37,3,115,.263,.321,67.0,62,2.82,1.06,3
19,5,422.l.132070.t.9,9,Yanier? I hardly knew her!,1,56/220,35,7,27,7,90,.255,.322,67.2,67,4.26,1.29,2
19,5,422.l.132070.t.12,12,Zach's Wheelers,0,54/224,26,7,38,4,94,.241,.293,48.2,53,2.03,1.13,8
20,0,422.l.132070.t.1,1,Jose's Clock Violators,1,56/211,32,7,23,7,91,.265,.357,63.1,59,3.41,1.17,7
20,0,422.l.132070.t.5,5,Dante's Nice Team,0,43/186,29,7,26,6,75,.231,.301,49.2,54,4.89,1.43,0
20,1,422.l.132070.t.2,2,Rhys's & Royce's ACL,0,63/240,38,17,47,1,127,.263,.322,60.2,55,4.45,1.22,3
20,1,422.l.132070.t.8,8,Nate's Team,1,69/247,44,11,38,11,120,.279,.348,62.2,75,4.60,1.21,5
20,2,422.l.132070.t.3,3,Quovnobble's Unreal Team,1,82/239,42,13,47,5,139,.343,.396,77.0,84,3.86,1.14,5
20,2,422.l.132070.t.6,6,Steak Strahmboli,0,68/232,42,18,45,5,136,.293,.368,64.2,66,2.78,1.08,3
20,3,422.l.132070.t.4,4,Gabe's Babes,0,49/225,33,10,26,3,86,.218,.303,57.2,56,6.24,1.39,7
20,3,422.l.132070.t.10,10,Matt in the Hat,1,58/230,33,5,25,8,96,.252,.331,69.1,71,2.47,1.15,4
20,4,422.l.132070.t.7,7,David's Team,1,67/259,43,7,48,11,107,.259,.322,59.2,68,5.58,1.59,4
20,4,422.l.132070.t.9,9,Yanier? I hardly knew her!,0,56/245,35,10,36,9,96,.229,.311,62.2,76,3.02,1.15,2
20,5,422.l.132070.t.11,11,Menessin' Around,1,51/250,37,11,28,3,99,.204,.275,66.1,88,2.58,0.86,5
20,5,422.l.132070.t.12,12,Zach's Wheelers,0,68/245,32,15,44,2,124,.278,.341,58.2,50,4.76,1.28,5
21,0,422.l.132070.t.1,1,Jose's Clock Violators,0,65/237,33,14,33,3,119,.274,.319,69.0,63,3.78,1.16,3
21,0,422.l.132070.t.2,2,Rhys's & Royce's ACL,1,66/229,35,16,47,3,127,.288,.359,61.2,60,5.84,1.35,9
21,1,422.l.132070.t.3,3,Quovnobble's Unreal Team,1,57/246,32,10,27,4,98,.232,.300,72.2,60,4.21,1.27,2
21,1,422.l.132070.t.5,5,Dante's Nice Team,0,39/180,20,5,19,9,63,.217,.285,41.2,48,6.48,1.46,1
21,2,422.l.132070.t.4,4,Gabe's Babes,1,57/221,36,11,28,5,103,.258,.331,60.0,65,4.20,1.37,4
21,2,422.l.132070.t.9,9,Yanier? I hardly knew her!,0,69/238,33,11,46,8,113,.290,.378,45.2,40,5.91,1.55,2
21,3,422.l.132070.t.6,6,Steak Strahmboli,0,54/224,37,11,27,5,101,.241,.335,71.1,68,2.52,1.18,2
21,3,422.l.132070.t.10,10,Matt in the Hat,1,69/243,51,21,49,9,150,.284,.347,74.2,73,2.89,1.23,6
21,4,422.l.132070.t.7,7,David's Team,0,61/229,32,10,28,4,101,.266,.325,49.0,47,3.12,1.27,8
21,4,422.l.132070.t.11,11,Menessin' Around,1,60/229,34,14,35,6,116,.262,.357,55.0,53,5.89,1.42,4
21,5,422.l.132070.t.8,8,Nate's Team,1,63/236,37,12,32,8,109,.267,.361,53.0,51,4.42,1.23,6
21,5,422.l.132070.t.12,12,Zach's Wheelers,0,65/253,35,7,37,3,101,.257,.305,59.2,58,3.32,1.32,9
